;Bezeichnung;Executed-Ist;Kostenart;Plan;Planentwurf;Produktbereich;Profitcenter;Sign;Year
3399;Gebäudemanagement (SGB);0.0;96173004;84370208.0;83888872.0;01 Innere Verwaltung;120100129;plus;2015
3400;Kreditwirtschaft;0.0;1102700;22200350.0;24419380.0;16 Allgemeine Finanzwirtschaft;120101601;plus;2015
3401;Kreditwirtschaft;24353540.0;198931756;0.0;0.0;16 Allgemeine Finanzwirtschaft;120101601;plus;2015
3402;Kreditwirtschaft;-24353540.0;1039248663;0.0;0.0;16 Allgemeine Finanzwirtschaft;120101601;minus;2015
3403;Kreditwirtschaft;0.0;94918133;-22200350.0;-24419380.0;16 Allgemeine Finanzwirtschaft;120101601;minus;2015
3404;Anlage von Finanzmitteln;-335373.8125;461700;-335441.0;-335441.0;16 Allgemeine Finanzwirtschaft;120101602;minus;2015
3405;Liquiditätsmanagement;0.0;94923333;0.0;-8202804.0;16 Allgemeine Finanzwirtschaft;120101603;minus;2015
3406;Liquiditätsmanagement;-7682597.0;1037785063;0.0;0.0;16 Allgemeine Finanzwirtschaft;120101603;minus;2015
3407;Liquiditätsmanagement;0.0;1103200;5716900.0;8768900.0;16 Allgemeine Finanzwirtschaft;120101603;plus;2015
3408;Liquiditätsmanagement;8051169.5;195723466;0.0;0.0;16 Allgemeine Finanzwirtschaft;120101603;plus;2015
3409;Liquiditätsmanagement;0.0;94461633;-5347595.0;0.0;16 Allgemeine Finanzwirtschaft;120101603;minus;2015
3410;Forderungsverwaltung;250702.625;1668100;0.0;0.0;16 Allgemeine Finanzwirtschaft;120101604;plus;2015
3411;Forderungsverwaltung;-268599.21875;4616800;0.0;0.0;16 Allgemeine Finanzwirtschaft;120101604;minus;2015
3412;Forderungsverwaltung;0.0;559900;300000.0;300000.0;16 Allgemeine Finanzwirtschaft;120101604;plus;2015
3413;Forderungsverwaltung;0.0;923300;-266700.0;-266700.0;16 Allgemeine Finanzwirtschaft;120101604;minus;2015
3414;Wohnraumversorgung durch Unternehmen;0.0;465100;0.0;-419600.0;10 Bauen und Wohnen;120201006;minus;2015
3415;Anteile an Unternehmen;-3350638.5;4733600;0.0;0.0;15 Wirtschaft und Tourismus;120201510;minus;2015
3416;Anteile an Unternehmen;0.0;531500;42500.0;42500.0;15 Wirtschaft und Tourismus;120201510;plus;2015
3417;Anteile an Unternehmen;851105.875;1635100;0.0;0.0;15 Wirtschaft und Tourismus;120201510;plus;2015
3418;Anteile an Unternehmen;0.0;926600;-1001318.0;-581718.0;15 Wirtschaft und Tourismus;120201510;minus;2015
3419;PB01 Innere Verwaltung;0.0;1316000698;88290.84375;88516.4375;01 Innere Verwaltung;121000100;plus;2015
3420;PB01 Innere Verwaltung;-69567.2265625;-2147483648;0.0;0.0;01 Innere Verwaltung;121000100;minus;2015
3421;PB01 Innere Verwaltung;69567.2265625;-2147483648;0.0;0.0;01 Innere Verwaltung;121000100;plus;2015
3422;PB01 Innere Verwaltung;0.0;1316000698;-88290.84375;-88516.4375;01 Innere Verwaltung;121000100;minus;2015
3423;Finanzbuchhaltung;0.0;191134752;-6569874.5;-6601868.0;01 Innere Verwaltung;121000121;minus;2015
3424;Finanzbuchhaltung;-7514637.5;-2147483648;0.0;0.0;01 Innere Verwaltung;121000121;minus;2015
3425;Finanzbuchhaltung;0.0;1610052644;6569942.5;6601850.0;01 Innere Verwaltung;121000121;plus;2015
3426;Finanzbuchhaltung;7514417.5;-2147483648;0.0;0.0;01 Innere Verwaltung;121000121;plus;2015
3427;Verw. von Steuern und Benutzungsgebühren;4628830.0;-2147483648;0.0;0.0;01 Innere Verwaltung;121000122;plus;2015
3428;Verw. von Steuern und Benutzungsgebühren;0.0;1516516009;4376285.5;4352375.5;01 Innere Verwaltung;121000122;plus;2015
3429;Verw. von Steuern und Benutzungsgebühren;0.0;191117352;-1696085.0;-1685489.0;01 Innere Verwaltung;121000122;minus;2015
3430;Verw. von Steuern und Benutzungsgebühren;-1897477.75;-2147483648;0.0;0.0;01 Innere Verwaltung;121000122;minus;2015
3431;Steuern;59966712.0;34361660;0.0;0.0;16 Allgemeine Finanzwirtschaft;121201606;plus;2015
3432;Steuern;-553214080.0;46175925;0.0;0.0;16 Allgemeine Finanzwirtschaft;121201606;minus;2015
3433;Steuern;0.0;5816301;-530691456.0;-512685472.0;16 Allgemeine Finanzwirtschaft;121201606;minus;2015
3434;Steuern;0.0;2740401;32425326.0;28689000.0;16 Allgemeine Finanzwirtschaft;121201606;plus;2015
3435;Zentrale Vergabedienstleistungen;-310.0;94000103;0.0;0.0;01 Innere Verwaltung;123000110;minus;2015
3436;Zentrale Vergabedienstleistungen;310.0;94000103;0.0;0.0;01 Innere Verwaltung;123000110;plus;2015
3437;Liegenschaftsmanagement;9852178.0;-2147483648;0.0;0.0;01 Innere Verwaltung;123000128;plus;2015
3438;Liegenschaftsmanagement;0.0;1806695420;0.0;12624900.0;01 Innere Verwaltung;123000128;plus;2015
3439;Liegenschaftsmanagement;-11745477.0;808354063;0.0;0.0;01 Innere Verwaltung;123000128;minus;2015
3440;Liegenschaftsmanagement;0.0;1807296282;10774048.0;0.0;01 Innere Verwaltung;123000128;plus;2015
3441;Liegenschaftsmanagement;0.0;98884973;-9320413.0;-9295095.0;01 Innere Verwaltung;123000128;minus;2015
3442;Stiftung Julius Barthels;0.0;2168200;65710.0;65710.0;17 Stiftungen;123001718;plus;2015
3443;Stiftung Julius Barthels;-64587.671875;2247510;0.0;0.0;17 Stiftungen;123001718;minus;2015
3444;Stiftung Julius Barthels;64587.671875;2715110;0.0;0.0;17 Stiftungen;123001718;plus;2015
3445;Stiftung Julius Barthels;0.0;1371910;-65710.0;-65710.0;17 Stiftungen;123001718;minus;2015
3446;Zentrale Vergabedienstleistungen;-791763.375;1803235127;0.0;0.0;01 Innere Verwaltung;125000108;minus;2015
3447;Zentrale Vergabedienstleistungen;0.0;95813695;0.0;-538914.5625;01 Innere Verwaltung;125000108;minus;2015
3448;Zentrale Vergabedienstleistungen;0.0;1607314982;0.0;708124.125;01 Innere Verwaltung;125000108;plus;2015
3449;Zentrale Vergabedienstleistungen;0.0;96229805;-539309.0625;0.0;01 Innere Verwaltung;125000108;minus;2015
3450;Zentrale Vergabedienstleistungen;0.0;1607886122;701540.8125;0.0;01 Innere Verwaltung;125000108;plus;2015
3451;Zentrale Vergabedienstleistungen;799230.875;-2147483648;0.0;0.0;01 Innere Verwaltung;125000108;plus;2015
3452;Produktbereichsübergreifend;0.0;1034000420;50889.1210938;51309.2382812;00;130000000;plus;2015
3453;Produktbereichsübergreifend;0.0;1034000420;-50889.1210938;-51309.2382812;00;130000000;minus;2015
3454;Produktbereichsübergreifend;-36662.1914062;-2147483648;0.0;0.0;00;130000000;minus;2015
3455;Produktbereichsübergreifend;36662.1914062;-2147483648;0.0;0.0;00;130000000;plus;2015
3456;Recht;0.0;472262470;-4728797.5;-4743323.0;01 Innere Verwaltung;130000127;minus;2015
3457;Recht;4919732.0;-2147483648;0.0;0.0;01 Innere Verwaltung;130000127;plus;2015
3458;Recht;-4436993.0;-2147483648;0.0;0.0;01 Innere Verwaltung;130000127;minus;2015
3459;Recht;0.0;1329596412;4689941.0;4730817.5;01 Innere Verwaltung;130000127;plus;2015
3460;Sozialversicherungsangelegenheiten;0.0;1230192681;79826.828125;80902.8671875;05 Soziale Leistungen;130000512;plus;2015
3461;Sozialversicherungsangelegenheiten;0.0;1365130;-105.340003967;-105.340003967;05 Soziale Leistungen;130000512;minus;2015
3462;Sozialversicherungsangelegenheiten;-651.559997559;759986312;0.0;0.0;05 Soziale Leistungen;130000512;minus;2015
3463;Sozialversicherungsangelegenheiten;39784.7109375;-2147483648;0.0;0.0;05 Soziale Leistungen;130000512;plus;2015
3464;PB02 Sicherheit und Ordnung;1015216.375;-2147483648;0.0;0.0;02 Sicherheit und Ordnung;133000200;plus;2015
3465;PB02 Sicherheit und Ordnung;-1015216.375;-2147483648;0.0;0.0;02 Sicherheit und Ordnung;133000200;minus;2015
3466;PB02 Sicherheit und Ordnung;0.0;1598000801;920132.9375;922540.4375;02 Sicherheit und Ordnung;133000200;plus;2015
3467;PB02 Sicherheit und Ordnung;0.0;1598000801;-920132.9375;-922540.5625;02 Sicherheit und Ordnung;133000200;minus;2015
3468;Allgemeine Sicherheit und Ordnung;6689558.5;-2147483648;0.0;0.0;02 Sicherheit und Ordnung;133000201;plus;2015
3469;Allgemeine Sicherheit und Ordnung;0.0;4463940;-538505.25;-523849.5;02 Sicherheit und Ordnung;133000201;minus;2015
3470;Allgemeine Sicherheit und Ordnung;-848922.1875;601710374;0.0;0.0;02 Sicherheit und Ordnung;133000201;minus;2015
3471;Allgemeine Sicherheit und Ordnung;0.0;1802386504;6946655.5;0.0;02 Sicherheit und Ordnung;133000201;plus;2015
3472;Allgemeine Sicherheit und Ordnung;0.0;1801815374;0.0;6961557.5;02 Sicherheit und Ordnung;133000201;plus;2015
3473;Gewerbewesen;0.0;2668440;-309207.25;-309207.25;02 Sicherheit und Ordnung;133000202;minus;2015
3474;Gewerbewesen;0.0;1043869653;922826.0;925632.5625;02 Sicherheit und Ordnung;133000202;plus;2015
3475;Gewerbewesen;1151131.25;-2147483648;0.0;0.0;02 Sicherheit und Ordnung;133000202;plus;2015
3476;Gewerbewesen;-577164.375;307622083;0.0;0.0;02 Sicherheit und Ordnung;133000202;minus;2015
3477;Märkte (BgA);0.0;1434435867;0.0;1256086.5;02 Sicherheit und Ordnung;133000203;plus;2015
3478;Märkte (BgA);-1018924.875;690515673;0.0;0.0;02 Sicherheit und Ordnung;133000203;minus;2015
3479;Märkte (BgA);1096854.125;-2147483648;0.0;0.0;02 Sicherheit und Ordnung;133000203;plus;2015
3480;Märkte (BgA);0.0;1435063941;1126615.5;0.0;02 Sicherheit und Ordnung;133000203;plus;2015
3481;Märkte (BgA);0.0;3948770;-1213131.0;-1208131.0;02 Sicherheit und Ordnung;133000203;minus;2015
3482;Verkehrsang. Fahr-u.Beförd-erl. Kfz-Ang.;-12890883.0;703990484;0.0;0.0;02 Sicherheit und Ordnung;133000204;minus;2015
3483;Verkehrsang. Fahr-u.Beförd-erl. Kfz-Ang.;13329524.0;-2147483648;0.0;0.0;02 Sicherheit und Ordnung;133000204;plus;2015
3484;Verkehrsang. Fahr-u.Beförd-erl. Kfz-Ang.;0.0;3549340;-12799618.0;-12594429.0;02 Sicherheit und Ordnung;133000204;minus;2015
3485;Verkehrsang. Fahr-u.Beförd-erl. Kfz-Ang.;0.0;1801819173;12110045.0;12131029.0;02 Sicherheit und Ordnung;133000204;plus;2015
3486;Einwohnerangelegenheiten;12363327.0;-2147483648;0.0;0.0;02 Sicherheit und Ordnung;133000205;plus;2015
3487;Einwohnerangelegenheiten;-4345363.0;503642236;0.0;0.0;02 Sicherheit und Ordnung;133000205;minus;2015
3488;Einwohnerangelegenheiten;0.0;3117240;-3654545.25;-3654545.25;02 Sicherheit und Ordnung;133000205;minus;2015
3489;Einwohnerangelegenheiten;0.0;1609426114;11541657.0;11756042.0;02 Sicherheit und Ordnung;133000205;plus;2015
3490;Personenstandswesen;0.0;2658440;-761591.5;-760091.5;02 Sicherheit und Ordnung;133000206;minus;2015
3491;Personenstandswesen;-933230.75;589043637;0.0;0.0;02 Sicherheit und Ordnung;133000206;minus;2015
3492;Personenstandswesen;2864284.5;-2147483648;0.0;0.0;02 Sicherheit und Ordnung;133000206;plus;2015
3493;Personenstandswesen;0.0;1611068756;2902045.5;2906732.5;02 Sicherheit und Ordnung;133000206;plus;2015
3494;Wahlen;0.0;1328566861;1032665.6875;1052830.875;02 Sicherheit und Ordnung;133000207;plus;2015
3495;Wahlen;-49517.0703125;391805356;0.0;0.0;02 Sicherheit und Ordnung;133000207;minus;2015
3496;Wahlen;0.0;1781240;-18841.6210938;-12841.6201172;02 Sicherheit und Ordnung;133000207;minus;2015
3497;Wahlen;875189.5625;-2147483648;0.0;0.0;02 Sicherheit und Ordnung;133000207;plus;2015
3498;PB02 Sicherheit und Ordnung;957729.0;-2147483648;0.0;0.0;02 Sicherheit und Ordnung;137000200;plus;2015
3499;PB02 Sicherheit und Ordnung;0.0;1410000781;1423552.5;1457134.0;02 Sicherheit und Ordnung;137000200;plus;2015
3500;PB02 Sicherheit und Ordnung;-957729.0;-2147483648;0.0;0.0;02 Sicherheit und Ordnung;137000200;minus;2015
3501;PB02 Sicherheit und Ordnung;0.0;1410000781;-1423552.5;-1457134.0;02 Sicherheit und Ordnung;137000200;minus;2015
3502;Brandschutz;-4829683.5;-2147483648;0.0;0.0;02 Sicherheit und Ordnung;137000219;minus;2015
3503;Brandschutz;28520868.0;-2147483648;0.0;0.0;02 Sicherheit und Ordnung;137000219;plus;2015
3504;Brandschutz;0.0;1809864723;26449736.0;26640900.0;02 Sicherheit und Ordnung;137000219;plus;2015
3505;Brandschutz;0.0;99284290;-2317587.0;-2116465.5;02 Sicherheit und Ordnung;137000219;minus;2015
3506;Abwehr von Großschadensereignissen;0.0;97959845;-248192.171875;-224558.40625;02 Sicherheit und Ordnung;137000220;minus;2015
3507;Abwehr von Großschadensereignissen;-488526.375;1627183481;0.0;0.0;02 Sicherheit und Ordnung;137000220;minus;2015
3508;Abwehr von Großschadensereignissen;0.0;1713206308;0.0;3873593.5;02 Sicherheit und Ordnung;137000220;plus;2015
3509;Abwehr von Großschadensereignissen;0.0;1713263250;3847687.75;0.0;02 Sicherheit und Ordnung;137000220;plus;2015
3510;Abwehr von Großschadensereignissen;3912346.0;-2147483648;0.0;0.0;02 Sicherheit und Ordnung;137000220;plus;2015
3511;Rettungsdienst (KRE);-14045189.0;1636641802;0.0;0.0;02 Sicherheit und Ordnung;137000221;minus;2015
3512;Rettungsdienst (KRE);0.0;97093555;0.0;-10936145.0;02 Sicherheit und Ordnung;137000221;minus;2015
3513;Rettungsdienst (KRE);0.0;97509695;-11002708.0;0.0;02 Sicherheit und Ordnung;137000221;minus;2015
3514;Rettungsdienst (KRE);0.0;1712650218;0.0;12787216.0;02 Sicherheit und Ordnung;137000221;plus;2015
3515;Rettungsdienst (KRE);15467992.0;-2147483648;0.0;0.0;02 Sicherheit und Ordnung;137000221;plus;2015
3516;Rettungsdienst (KRE);0.0;1713221348;13037023.0;0.0;02 Sicherheit und Ordnung;137000221;plus;2015
3517;Stiftung zur Förderung der Feuerwehr;-3705.37011719;5871950;0.0;0.0;17 Stiftungen;137001720;minus;2015
3518;Stiftung zur Förderung der Feuerwehr;0.0;1345510;0.0;-235.0;17 Stiftungen;137001720;minus;2015
3519;Stiftung zur Förderung der Feuerwehr;0.0;1802620;-3771.64990234;0.0;17 Stiftungen;137001720;minus;2015
3520;Stiftung zur Förderung der Feuerwehr;0.0;547400;0.0;235.0;17 Stiftungen;137001720;plus;2015
3521;Stiftung zur Förderung der Feuerwehr;0.0;531200;3771.64990234;0.0;17 Stiftungen;137001720;plus;2015
3522;Stiftung zur Förderung der Feuerwehr;3705.37011719;3203400;0.0;0.0;17 Stiftungen;137001720;plus;2015
3523;PB03 Schulträgeraufgaben;0.0;1880000991;-2611918.0;-2616160.0;03 Schulträgeraufgaben;140000300;minus;2015
3524;PB03 Schulträgeraufgaben;1430061.75;-2147483648;0.0;0.0;03 Schulträgeraufgaben;140000300;plus;2015
3525;PB03 Schulträgeraufgaben;0.0;1880000991;2611918.0;2616160.0;03 Schulträgeraufgaben;140000300;plus;2015
3526;PB03 Schulträgeraufgaben;-1430061.75;-2147483648;0.0;0.0;03 Schulträgeraufgaben;140000300;minus;2015
3527;Grundschulen;0.0;1899016464;0.0;33712264.0;03 Schulträgeraufgaben;140000301;plus;2015
3528;Grundschulen;-14530490.0;1487498805;0.0;0.0;03 Schulträgeraufgaben;140000301;minus;2015
3529;Grundschulen;33675692.0;-2147483648;0.0;0.0;03 Schulträgeraufgaben;140000301;plus;2015
3530;Grundschulen;0.0;289412901;-14466472.0;-13622580.0;03 Schulträgeraufgaben;140000301;minus;2015
3531;Grundschulen;0.0;1898471264;34771004.0;0.0;03 Schulträgeraufgaben;140000301;plus;2015
3532;Hauptschulen;2835638.0;-2147483648;0.0;0.0;03 Schulträgeraufgaben;140000302;plus;2015
3533;Hauptschulen;0.0;1897950122;3939564.5;0.0;03 Schulträgeraufgaben;140000302;plus;2015
3534;Hauptschulen;0.0;1897924222;0.0;3987753.75;03 Schulträgeraufgaben;140000302;plus;2015
3535;Hauptschulen;-255142.6875;1170415391;0.0;0.0;03 Schulträgeraufgaben;140000302;minus;2015
3536;Hauptschulen;0.0;193740167;-252404.78125;-193304.203125;03 Schulträgeraufgaben;140000302;minus;2015
3537;Realschulen;4410868.0;-2147483648;0.0;0.0;03 Schulträgeraufgaben;140000303;plus;2015
3538;Realschulen;0.0;1897383062;0.0;5144876.0;03 Schulträgeraufgaben;140000303;plus;2015
3539;Realschulen;-458793.0;1355911567;0.0;0.0;03 Schulträgeraufgaben;140000303;minus;2015
3540;Realschulen;0.0;193740177;-479980.75;-342806.84375;03 Schulträgeraufgaben;140000303;minus;2015
3541;Realschulen;0.0;1897408962;5145573.0;0.0;03 Schulträgeraufgaben;140000303;plus;2015
3542;Gymnasien;0.0;1898455302;0.0;11594722.0;03 Schulträgeraufgaben;140000304;plus;2015
3543;Gymnasien;0.0;1898481202;11634675.0;0.0;03 Schulträgeraufgaben;140000304;plus;2015
3544;Gymnasien;0.0;194156347;-841197.0;-556449.4375;03 Schulträgeraufgaben;140000304;minus;2015
3545;Gymnasien;10055056.0;-2147483648;0.0;0.0;03 Schulträgeraufgaben;140000304;plus;2015
3546;Gymnasien;-917351.5;1467180677;0.0;0.0;03 Schulträgeraufgaben;140000304;minus;2015
3547;Gesamtschulen;6032518.5;-2147483648;0.0;0.0;03 Schulträgeraufgaben;140000305;plus;2015
3548;Gesamtschulen;-477600.15625;1351710257;0.0;0.0;03 Schulträgeraufgaben;140000305;minus;2015
3549;Gesamtschulen;0.0;99270924;-494098.75;0.0;03 Schulträgeraufgaben;140000305;minus;2015
3550;Gesamtschulen;0.0;1897383062;0.0;6252131.5;03 Schulträgeraufgaben;140000305;plus;2015
3551;Gesamtschulen;0.0;98854744;0.0;-282522.5;03 Schulträgeraufgaben;140000305;minus;2015
3552;Gesamtschulen;0.0;1897408962;6195905.5;0.0;03 Schulträgeraufgaben;140000305;plus;2015
3553;Förderschulen;0.0;100150024;-347108.15625;-301469.34375;03 Schulträgeraufgaben;140000306;minus;2015
3554;Förderschulen;0.0;1898452023;2937226.5;0.0;03 Schulträgeraufgaben;140000306;plus;2015
3555;Förderschulen;2989554.75;-2147483648;0.0;0.0;03 Schulträgeraufgaben;140000306;plus;2015
3556;Förderschulen;-390692.9375;1280694462;0.0;0.0;03 Schulträgeraufgaben;140000306;minus;2015
3557;Förderschulen;0.0;1897881023;0.0;2932351.75;03 Schulträgeraufgaben;140000306;plus;2015
3558;Berufskollegs;0.0;100604443;-504627.46875;-326287.21875;03 Schulträgeraufgaben;140000307;minus;2015
3559;Berufskollegs;0.0;1897950102;6617792.5;0.0;03 Schulträgeraufgaben;140000307;plus;2015
3560;Berufskollegs;6166278.0;-2147483648;0.0;0.0;03 Schulträgeraufgaben;140000307;plus;2015
3561;Berufskollegs;0.0;1898495302;0.0;6552564.0;03 Schulträgeraufgaben;140000307;plus;2015
3562;Berufskollegs;-643421.1875;993583899;0.0;0.0;03 Schulträgeraufgaben;140000307;minus;2015
3563;Schülerbeförderung;6022312.5;-2147483648;0.0;0.0;03 Schulträgeraufgaben;140000308;plus;2015
3564;Schülerbeförderung;-224083.25;1148271967;0.0;0.0;03 Schulträgeraufgaben;140000308;minus;2015
3565;Schülerbeförderung;0.0;3074540;-155985.484375;-155207.0;03 Schulträgeraufgaben;140000308;minus;2015
3566;Schülerbeförderung;0.0;1795864482;6465304.0;6632828.0;03 Schulträgeraufgaben;140000308;plus;2015
3567;Fördermaßnahmen für Schüler;1412060.25;-2147483648;0.0;0.0;03 Schulträgeraufgaben;140000309;plus;2015
3568;Fördermaßnahmen für Schüler;-566020.3125;1337275459;0.0;0.0;03 Schulträgeraufgaben;140000309;minus;2015
3569;Fördermaßnahmen für Schüler;0.0;1796900162;1382532.0;1336053.875;03 Schulträgeraufgaben;140000309;plus;2015
3570;Fördermaßnahmen für Schüler;0.0;2195340;-495532.9375;-534984.1875;03 Schulträgeraufgaben;140000309;minus;2015
3571;Sonstige schulische Aufgaben;-346986.0625;1263474271;0.0;0.0;03 Schulträgeraufgaben;140000310;minus;2015
3572;Sonstige schulische Aufgaben;0.0;1802345884;2162720.5;2320630.5;03 Schulträgeraufgaben;140000310;plus;2015
3573;Sonstige schulische Aufgaben;1631205.375;-2147483648;0.0;0.0;03 Schulträgeraufgaben;140000310;plus;2015
3574;Sonstige schulische Aufgaben;0.0;99750544;-186648.03125;-925581.8125;03 Schulträgeraufgaben;140000310;minus;2015
3575;Stiftung Thomas Hansen;0.0;1387920;-800.0;-800.0;17 Stiftungen;140001702;minus;2015
3576;Stiftung Thomas Hansen;-1400.0;3689010;0.0;0.0;17 Stiftungen;140001702;minus;2015
3577;Stiftung Thomas Hansen;1400.0;531800;800.0;800.0;17 Stiftungen;140001702;plus;2015
3578;Stiftung Peter Kemper;0.0;4845806;0.0;114092.921875;17 Stiftungen;140001703;plus;2015
3579;Stiftung Peter Kemper;0.0;4902748;113952.921875;0.0;17 Stiftungen;140001703;plus;2015
3580;Stiftung Peter Kemper;0.0;2286120;-113952.921875;-114092.921875;17 Stiftungen;140001703;minus;2015
3581;Stiftung Peter Kemper;37851.1992188;37449088;0.0;0.0;17 Stiftungen;140001703;plus;2015
3582;Stiftung Peter Kemper;-37851.1992188;10955892;0.0;0.0;17 Stiftungen;140001703;minus;2015
3583;PB04 Kultur und Wissenschaft;-66691.78125;-2147483648;0.0;0.0;04 Kultur und Wissenschaft;141000400;minus;2015
3584;PB04 Kultur und Wissenschaft;0.0;1316000568;114187.4375;114773.882812;04 Kultur und Wissenschaft;141000400;plus;2015
3585;PB04 Kultur und Wissenschaft;66691.78125;-2147483648;0.0;0.0;04 Kultur und Wissenschaft;141000400;plus;2015
3586;PB04 Kultur und Wissenschaft;0.0;1316000568;-114187.4375;-114773.882812;04 Kultur und Wissenschaft;141000400;minus;2015
3587;Kulturelle Projekte;0.0;1521395460;1010387.3125;988256.8125;04 Kultur und Wissenschaft;141000401;plus;2015
3588;Kulturelle Projekte;-422087.375;1617653991;0.0;0.0;04 Kultur und Wissenschaft;141000401;minus;2015
3589;Kulturelle Projekte;0.0;97900445;-148609.046875;-148231.5625;04 Kultur und Wissenschaft;141000401;minus;2015
3590;Kulturelle Projekte;1214347.25;-2147483648;0.0;0.0;04 Kultur und Wissenschaft;141000401;plus;2015
3591;Kulturförderung freie Träger;-23500.0488281;579913499;0.0;0.0;04 Kultur und Wissenschaft;141000402;minus;2015
3592;Kulturförderung freie Träger;0.0;2196040;-5474.60009766;-5474.60009766;04 Kultur und Wissenschaft;141000402;minus;2015
3593;Kulturförderung freie Träger;3124108.25;-2147483648;0.0;0.0;04 Kultur und Wissenschaft;141000402;plus;2015
3594;Kulturförderung freie Träger;0.0;1611139996;3356273.75;3379962.5;04 Kultur und Wissenschaft;141000402;plus;2015
3595;Beethovenpflege;0.0;855278245;0.0;2267451.25;04 Kultur und Wissenschaft;141000403;plus;2015
3596;Beethovenpflege;-7976.53027344;296436342;0.0;0.0;04 Kultur und Wissenschaft;141000403;minus;2015
3597;Beethovenpflege;0.0;2195240;-787.880004883;-787.880004883;04 Kultur und Wissenschaft;141000403;minus;2015
3598;Beethovenpflege;2177104.75;-2147483648;0.0;0.0;04 Kultur und Wissenschaft;141000403;plus;2015
3599;Beethovenpflege;0.0;855807355;2322628.25;0.0;04 Kultur und Wissenschaft;141000403;plus;2015
3600;Stiftung Konrad Adenauer;0.0;531800;122.0;122.0;17 Stiftungen;141001704;plus;2015
3601;Stiftung Konrad Adenauer;-15.7600002289;4155300;0.0;0.0;17 Stiftungen;141001704;minus;2015
3602;Stiftung Konrad Adenauer;15.7600002289;547400;0.0;0.0;17 Stiftungen;141001704;plus;2015
3603;Stiftung Konrad Adenauer;0.0;1387920;-122.0;-122.0;17 Stiftungen;141001704;minus;2015
3604;Stiftung August Kaiser;440.799987793;547400;1173.0;1173.0;17 Stiftungen;141001705;plus;2015
3605;Stiftung August Kaiser;-440.799987793;4624490;0.0;0.0;17 Stiftungen;141001705;minus;2015
3606;Stiftung August Kaiser;0.0;930810;-1173.0;-1173.0;17 Stiftungen;141001705;minus;2015
3607;Dorothea-von-Stetten-Stiftung;202.720001221;547400;1359.0;1359.0;17 Stiftungen;141001706;plus;2015
3608;Dorothea-von-Stetten-Stiftung;-202.720001221;3701090;0.0;0.0;17 Stiftungen;141001706;minus;2015
3609;Dorothea-von-Stetten-Stiftung;0.0;930890;-1359.0;-1359.0;17 Stiftungen;141001706;minus;2015
3610;Stiftung Dr. Werner Borchert;1018.96002197;531200;0.0;0.0;17 Stiftungen;141001707;plus;2015
3611;Stiftung Dr. Werner Borchert;-1018.95996094;4612410;0.0;0.0;17 Stiftungen;141001707;minus;2015
3612;Stiftung Dr. Werner Borchert;0.0;547400;752.0;752.0;17 Stiftungen;141001707;plus;2015
3613;Stiftung Dr. Werner Borchert;0.0;930810;-752.0;-752.0;17 Stiftungen;141001707;minus;2015
3614;Beethoven Orchester;12444461.0;-2147483648;0.0;0.0;04 Kultur und Wissenschaft;141200410;plus;2015
3615;Beethoven Orchester;-4583544.5;1257588326;0.0;0.0;04 Kultur und Wissenschaft;141200410;minus;2015
3616;Beethoven Orchester;0.0;1430613261;12561020.0;12695607.0;04 Kultur und Wissenschaft;141200410;plus;2015
3617;Beethoven Orchester;0.0;191991563;-4721392.0;-4681432.0;04 Kultur und Wissenschaft;141200410;minus;2015
3618;Kunstmuseum;7133875.5;-2147483648;0.0;0.0;04 Kultur und Wissenschaft;141300409;plus;2015
3619;Kunstmuseum;0.0;1619195376;7306233.0;7389880.5;04 Kultur und Wissenschaft;141300409;plus;2015
3620;Kunstmuseum;-1213189.0;706487502;0.0;0.0;04 Kultur und Wissenschaft;141300409;minus;2015
3621;Kunstmuseum;0.0;195021766;-435812.40625;-424562.40625;04 Kultur und Wissenschaft;141300409;minus;2015
3622;Stadtarchiv;-142517.546875;607206686;0.0;0.0;04 Kultur und Wissenschaft;141400407;minus;2015
3623;Stadtarchiv;2441134.25;-2147483648;0.0;0.0;04 Kultur und Wissenschaft;141400407;plus;2015
3624;Stadtarchiv;0.0;1615409379;2519563.25;2251400.75;04 Kultur und Wissenschaft;141400407;plus;2015
3625;Stadtarchiv;0.0;98417040;-72766.5859375;-43815.46875;04 Kultur und Wissenschaft;141400407;minus;2015
3626;Stadtmuseum;-91167.25;685522582;0.0;0.0;04 Kultur und Wissenschaft;141500408;minus;2015
3627;Stadtmuseum;887765.6875;-2147483648;0.0;0.0;04 Kultur und Wissenschaft;141500408;plus;2015
3628;Stadtmuseum;0.0;3500640;-47639.0195312;-40753.3203125;04 Kultur und Wissenschaft;141500408;minus;2015
3629;Stadtmuseum;0.0;1617024381;861618.4375;866848.9375;04 Kultur und Wissenschaft;141500408;plus;2015
3630;Stadtbibliothek;-468660.6875;598657479;0.0;0.0;04 Kultur und Wissenschaft;141600406;minus;2015
3631;Stadtbibliothek;5238954.5;-2147483648;0.0;0.0;04 Kultur und Wissenschaft;141600406;plus;2015
3632;Stadtbibliothek;0.0;97545273;-497982.34375;-492553.75;04 Kultur und Wissenschaft;141600406;minus;2015
3633;Stadtbibliothek;0.0;1429077966;5128795.0;5132790.0;04 Kultur und Wissenschaft;141600406;plus;2015
3634;Musikschule;0.0;1709878461;0.0;6183888.0;04 Kultur und Wissenschaft;141700405;plus;2015
